ValuationDate,Currency,VolatilitySurfaceName,Expiry,Tenor,Strike,Volatility
6/26/2018,USD,USD_SwnVol,1M,30Y,25,0.005918721
6/26/2018,USD,USD_SwnVol,1M,30Y,37.5,0.006089929
6/26/2018,USD,USD_SwnVol,1M,30Y,50,0.006358553
6/26/2018,USD,USD_SwnVol,1M,30Y,75,0.007053679
6/26/2018,USD,USD_SwnVol,1M,30Y,100,0.007842028
6/26/2018,USD,USD_SwnVol,1M,30Y,125,0.008661655
6/26/2018,USD,USD_SwnVol,1M,30Y,150,0.009488758
6/26/2018,USD,USD_SwnVol,1M,30Y,200,0.011132494
6/26/2018,USD,USD_SwnVol,1M,30Y,250,0.012746438
6/26/2018,USD,USD_SwnVol,1M,30Y,300,0.014327936
6/26/2018,USD,USD_SwnVol,1M,30Y,400,0.017403711
6/26/2018,USD,USD_SwnVol,1M,30Y,500,0.020383172
6/26/2018,USD,USD_SwnVol,1M,30Y,1500,0.047418597
6/26/2018,USD,USD_SwnVol,1M,3Y,-1500,0.008860808
6/26/2018,USD,USD_SwnVol,1M,3Y,-500,0.008830504
6/26/2018,USD,USD_SwnVol,1M,3Y,-400,0.00883055
6/26/2018,USD,USD_SwnVol,1M,3Y,-300,0.008830648
6/26/2018,USD,USD_SwnVol,1M,3Y,-250,0.008830744
6/26/2018,USD,USD_SwnVol,1M,3Y,-200,0.008830917
6/26/2018,USD,USD_SwnVol,1M,3Y,-150,0.0080834
6/26/2018,USD,USD_SwnVol,1M,3Y,-125,0.00757301
6/26/2018,USD,USD_SwnVol,1M,3Y,-100,0.007027614
6/26/2018,USD,USD_SwnVol,1M,3Y,-75,0.006469443
6/26/2018,USD,USD_SwnVol,1M,3Y,-50,0.00593703
6/26/2018,USD,USD_SwnVol,1M,3Y,-37.5,0.00570385
6/26/2018,USD,USD_SwnVol,1M,3Y,-25,0.005514635
6/26/2018,USD,USD_SwnVol,1M,3Y,-12.5,0.005393144
6/26/2018,USD,USD_SwnVol,1M,3Y,0,0.005366543
6/26/2018,USD,USD_SwnVol,1M,3Y,12.5,0.005418689
6/26/2018,USD,USD_SwnVol,1M,3Y,25,0.005571973
6/26/2018,USD,USD_SwnVol,1M,3Y,37.5,0.005802543
6/26/2018,USD,USD_SwnVol,1M,3Y,50,0.006087104
6/26/2018,USD,USD_SwnVol,1M,3Y,75,0.006749401
6/26/2018,USD,USD_SwnVol,1M,3Y,100,0.007469891
6/26/2018,USD,USD_SwnVol,1M,3Y,125,0.008210346
6/26/2018,USD,USD_SwnVol,1M,3Y,150,0.008954736
6/26/2018,USD,USD_SwnVol,1M,3Y,200,0.010431706
6/26/2018,USD,USD_SwnVol,1M,3Y,250,0.011881119
6/26/2018,USD,USD_SwnVol,1M,3Y,300,0.013301108
6/26/2018,USD,USD_SwnVol,1M,3Y,400,0.0160618
6/26/2018,USD,USD_SwnVol,1M,3Y,500,0.018734394
6/26/2018,USD,USD_SwnVol,1M,3Y,1500,0.042903454
6/26/2018,USD,USD_SwnVol,1M,4Y,-1500,0.011216207
6/26/2018,USD,USD_SwnVol,1M,4Y,-500,0.011163957
6/26/2018,USD,USD_SwnVol,1M,4Y,-400,0.011164082
6/26/2018,USD,USD_SwnVol,1M,4Y,-300,0.011164346
6/26/2018,USD,USD_SwnVol,1M,4Y,-250,0.011164604
6/26/2018,USD,USD_SwnVol,1M,4Y,-200,0.011102306
6/26/2018,USD,USD_SwnVol,1M,4Y,-150,0.009902658
6/26/2018,USD,USD_SwnVol,1M,4Y,-125,0.009182512
6/26/2018,USD,USD_SwnVol,1M,4Y,-100,0.008413298
6/26/2018,USD,USD_SwnVol,1M,4Y,-75,0.007613482
6/26/2018,USD,USD_SwnVol,1M,4Y,-50,0.006819378
6/26/2018,USD,USD_SwnVol,1M,4Y,-37.5,0.006450622
6/26/2018,USD,USD_SwnVol,1M,4Y,-25,0.006130542
6/26/2018,USD,USD_SwnVol,1M,4Y,-12.5,0.005898802
6/26/2018,USD,USD_SwnVol,1M,4Y,0,0.005808215
6/26/2018,USD,USD_SwnVol,1M,4Y,12.5,0.005850837
6/26/2018,USD,USD_SwnVol,1M,4Y,25,0.006056651
6/26/2018,USD,USD_SwnVol,1M,4Y,37.5,0.006379076
6/26/2018,USD,USD_SwnVol,1M,4Y,50,0.006774234
6/26/2018,USD,USD_SwnVol,1M,4Y,75,0.007672192
6/26/2018,USD,USD_SwnVol,1M,4Y,100,0.008624722
6/26/2018,USD,USD_SwnVol,1M,4Y,125,0.009588306
6/26/2018,USD,USD_SwnVol,1M,4Y,150,0.010547628
6/26/2018,USD,USD_SwnVol,1M,4Y,200,0.012435409
6/26/2018,USD,USD_SwnVol,1M,4Y,250,0.014277127
6/26/2018,USD,USD_SwnVol,1M,4Y,300,0.016076169
6/26/2018,USD,USD_SwnVol,1M,4Y,400,0.019566854
6/26/2018,USD,USD_SwnVol,1M,4Y,500,0.022942775
6/26/2018,USD,USD_SwnVol,1M,4Y,1500,0.053504728
6/26/2018,USD,USD_SwnVol,1M,5Y,-1500,0.01321702
6/26/2018,USD,USD_SwnVol,1M,5Y,-500,0.013138272
6/26/2018,USD,USD_SwnVol,1M,5Y,-400,0.01313853
6/26/2018,USD,USD_SwnVol,1M,5Y,-300,0.013139071
6/26/2018,USD,USD_SwnVol,1M,5Y,-250,0.013139594
6/26/2018,USD,USD_SwnVol,1M,5Y,-200,0.012895722
6/26/2018,USD,USD_SwnVol,1M,5Y,-150,0.011362375
6/26/2018,USD,USD_SwnVol,1M,5Y,-125,0.01046801
6/26/2018,USD,USD_SwnVol,1M,5Y,-100,0.009513706
6/26/2018,USD,USD_SwnVol,1M,5Y,-75,0.00851409
6/26/2018,USD,USD_SwnVol,1M,5Y,-50,0.007500977
6/26/2018,USD,USD_SwnVol,1M,5Y,-37.5,0.007015475
6/26/2018,USD,USD_SwnVol,1M,5Y,-25,0.006578165
6/26/2018,USD,USD_SwnVol,1M,5Y,-12.5,0.006241932
6/26/2018,USD,USD_SwnVol,1M,5Y,0,0.006087484
6/26/2018,USD,USD_SwnVol,1M,5Y,12.5,0.006121038
6/26/2018,USD,USD_SwnVol,1M,5Y,25,0.006379907
6/26/2018,USD,USD_SwnVol,1M,5Y,37.5,0.006789023
6/26/2018,USD,USD_SwnVol,1M,5Y,50,0.007282798
6/26/2018,USD,USD_SwnVol,1M,5Y,75,0.008380366
6/26/2018,USD,USD_SwnVol,1M,5Y,100,0.009523324
6/26/2018,USD,USD_SwnVol,1M,5Y,125,0.010667907
6/26/2018,USD,USD_SwnVol,1M,5Y,150,0.011800834
6/26/2018,USD,USD_SwnVol,1M,5Y,200,0.014019869
6/26/2018,USD,USD_SwnVol,1M,5Y,250,0.016177922
6/26/2018,USD,USD_SwnVol,1M,5Y,300,0.018282824
6/26/2018,USD,USD_SwnVol,1M,5Y,400,0.02236319
6/26/2018,USD,USD_SwnVol,1M,5Y,500,0.026307965
6/26/2018,USD,USD_SwnVol,1M,5Y,1500,0.062058816
6/26/2018,USD,USD_SwnVol,1M,7Y,-1500,0.014634522
6/26/2018,USD,USD_SwnVol,1M,7Y,-500,0.014635368
6/26/2018,USD,USD_SwnVol,1M,7Y,-400,0.014635886
6/26/2018,USD,USD_SwnVol,1M,7Y,-300,0.014636968
6/26/2018,USD,USD_SwnVol,1M,7Y,-250,0.014638005
6/26/2018,USD,USD_SwnVol,1M,7Y,-200,0.013997515
6/26/2018,USD,USD_SwnVol,1M,7Y,-150,0.012205995
6/26/2018,USD,USD_SwnVol,1M,7Y,-125,0.011191402
6/26/2018,USD,USD_SwnVol,1M,7Y,-100,0.010114584
6/26/2018,USD,USD_SwnVol,1M,7Y,-75,0.008986855
6/26/2018,USD,USD_SwnVol,1M,7Y,-50,0.007837298
6/26/2018,USD,USD_SwnVol,1M,7Y,-37.5,0.007280932
6/26/2018,USD,USD_SwnVol,1M,7Y,-25,0.006774824
6/26/2018,USD,USD_SwnVol,1M,7Y,-12.5,0.006383296
6/26/2018,USD,USD_SwnVol,1M,7Y,0,0.00621254
6/26/2018,USD,USD_SwnVol,1M,7Y,12.5,0.006262731
6/26/2018,USD,USD_SwnVol,1M,7Y,25,0.006582872
6/26/2018,USD,USD_SwnVol,1M,7Y,37.5,0.007068676
6/26/2018,USD,USD_SwnVol,1M,7Y,50,0.007639941
6/26/2018,USD,USD_SwnVol,1M,7Y,75,0.008882221
6/26/2018,USD,USD_SwnVol,1M,7Y,100,0.010157128
6/26/2018,USD,USD_SwnVol,1M,7Y,125,0.011424914
6/26/2018,USD,USD_SwnVol,1M,7Y,150,0.012675018
6/26/2018,USD,USD_SwnVol,1M,7Y,200,0.015116271
6/26/2018,USD,USD_SwnVol,1M,7Y,250,0.017485642
6/26/2018,USD,USD_SwnVol,1M,7Y,300,0.01979439
6/26/2018,USD,USD_SwnVol,1M,7Y,400,0.024266951
6/26/2018,USD,USD_SwnVol,1M,7Y,500,0.028589417
6/26/2018,USD,USD_SwnVol,1M,7Y,1500,0.067774399
6/26/2018,USD,USD_SwnVol,1Y,10Y,-1500,0.008221972
6/26/2018,USD,USD_SwnVol,1Y,10Y,-500,0.008224954
6/26/2018,USD,USD_SwnVol,1Y,10Y,-400,0.008226663
6/26/2018,USD,USD_SwnVol,1Y,10Y,-300,0.008229992
6/26/2018,USD,USD_SwnVol,1Y,10Y,-250,0.008232946
6/26/2018,USD,USD_SwnVol,1Y,10Y,-200,0.008063859
6/26/2018,USD,USD_SwnVol,1Y,10Y,-150,0.007705908
6/26/2018,USD,USD_SwnVol,1Y,10Y,-125,0.007507847
6/26/2018,USD,USD_SwnVol,1Y,10Y,-100,0.007314069
6/26/2018,USD,USD_SwnVol,1Y,10Y,-75,0.007138651
6/26/2018,USD,USD_SwnVol,1Y,10Y,-50,0.006998893
6/26/2018,USD,USD_SwnVol,1Y,10Y,-37.5,0.006948894
6/26/2018,USD,USD_SwnVol,1Y,10Y,-25,0.006916111
6/26/2018,USD,USD_SwnVol,1Y,10Y,-12.5,0.006903766
6/26/2018,USD,USD_SwnVol,1Y,10Y,0,0.006915236
6/26/2018,USD,USD_SwnVol,1Y,10Y,12.5,0.006901822
6/26/2018,USD,USD_SwnVol,1Y,10Y,25,0.006914235
6/26/2018,USD,USD_SwnVol,1Y,10Y,37.5,0.006950895
6/26/2018,USD,USD_SwnVol,1Y,10Y,50,0.007010022
6/26/2018,USD,USD_SwnVol,1Y,10Y,75,0.007187511
6/26/2018,USD,USD_SwnVol,1Y,10Y,100,0.00742949
6/26/2018,USD,USD_SwnVol,1Y,10Y,125,0.007719511
6/26/2018,USD,USD_SwnVol,1Y,10Y,150,0.008043933
6/26/2018,USD,USD_SwnVol,1Y,10Y,200,0.008757413
6/26/2018,USD,USD_SwnVol,1Y,10Y,250,0.009517446
6/26/2018,USD,USD_SwnVol,1Y,10Y,300,0.010297822
6/26/2018,USD,USD_SwnVol,1Y,10Y,400,0.011873675
6/26/2018,USD,USD_SwnVol,1Y,10Y,500,0.013439678
6/26/2018,USD,USD_SwnVol,1Y,10Y,1500,0.027957226
6/26/2018,USD,USD_SwnVol,1Y,12Y,-1500,0.008298705
6/26/2018,USD,USD_SwnVol,1Y,12Y,-500,0.008302402
6/26/2018,USD,USD_SwnVol,1Y,12Y,-400,0.008304519
6/26/2018,USD,USD_SwnVol,1Y,12Y,-300,0.008308636
6/26/2018,USD,USD_SwnVol,1Y,12Y,-250,0.008309487
6/26/2018,USD,USD_SwnVol,1Y,12Y,-200,0.008064954
6/26/2018,USD,USD_SwnVol,1Y,12Y,-150,0.007671214
6/26/2018,USD,USD_SwnVol,1Y,12Y,-125,0.007460743
6/26/2018,USD,USD_SwnVol,1Y,12Y,-100,0.007256953
6/26/2018,USD,USD_SwnVol,1Y,12Y,-75,0.007073655
6/26/2018,USD,USD_SwnVol,1Y,12Y,-50,0.006928322
6/26/2018,USD,USD_SwnVol,1Y,12Y,-37.5,0.006876606
6/26/2018,USD,USD_SwnVol,1Y,12Y,-25,0.00684303
6/26/2018,USD,USD_SwnVol,1Y,12Y,-12.5,0.006831067
6/26/2018,USD,USD_SwnVol,1Y,12Y,0,0.006844453
6/26/2018,USD,USD_SwnVol,1Y,12Y,12.5,0.006824111
6/26/2018,USD,USD_SwnVol,1Y,12Y,25,0.006831081
6/26/2018,USD,USD_SwnVol,1Y,12Y,37.5,0.006863363
6/26/2018,USD,USD_SwnVol,1Y,12Y,50,0.006918855
6/26/2018,USD,USD_SwnVol,1Y,12Y,75,0.007090391
6/26/2018,USD,USD_SwnVol,1Y,12Y,100,0.007327178
6/26/2018,USD,USD_SwnVol,1Y,12Y,125,0.007612094
6/26/2018,USD,USD_SwnVol,1Y,12Y,150,0.007931204
6/26/2018,USD,USD_SwnVol,1Y,12Y,200,0.008633145
6/26/2018,USD,USD_SwnVol,1Y,12Y,250,0.009380535
6/26/2018,USD,USD_SwnVol,1Y,12Y,300,0.010147461
6/26/2018,USD,USD_SwnVol,1Y,12Y,400,0.011694913
6/26/2018,USD,USD_SwnVol,1Y,12Y,500,0.013231391
6/26/2018,USD,USD_SwnVol,1Y,12Y,1500,0.027441921
6/26/2018,USD,USD_SwnVol,1Y,15Y,-1500,0.008401778
6/26/2018,USD,USD_SwnVol,1Y,15Y,-500,0.008406625
6/26/2018,USD,USD_SwnVol,1Y,15Y,-400,0.008409393
6/26/2018,USD,USD_SwnVol,1Y,15Y,-300,0.008414767
6/26/2018,USD,USD_SwnVol,1Y,15Y,-250,0.008396935
6/26/2018,USD,USD_SwnVol,1Y,15Y,-200,0.008087068
6/26/2018,USD,USD_SwnVol,1Y,15Y,-150,0.007660743
6/26/2018,USD,USD_SwnVol,1Y,15Y,-125,0.007438855
6/26/2018,USD,USD_SwnVol,1Y,15Y,-100,0.007225979
6/26/2018,USD,USD_SwnVol,1Y,15Y,-75,0.007035868
6/26/2018,USD,USD_SwnVol,1Y,15Y,-50,0.006886444
6/26/2018,USD,USD_SwnVol,1Y,15Y,-37.5,0.006834047
6/26/2018,USD,USD_SwnVol,1Y,15Y,-25,0.00680103
6/26/2018,USD,USD_SwnVol,1Y,15Y,-12.5,0.006791253
6/26/2018,USD,USD_SwnVol,1Y,15Y,0,0.006809007
6/26/2018,USD,USD_SwnVol,1Y,15Y,12.5,0.006779221
6/26/2018,USD,USD_SwnVol,1Y,15Y,25,0.006778902
6/26/2018,USD,USD_SwnVol,1Y,15Y,37.5,0.00680545
6/26/2018,USD,USD_SwnVol,1Y,15Y,50,0.006856317
6/26/2018,USD,USD_SwnVol,1Y,15Y,75,0.007020686
6/26/2018,USD,USD_SwnVol,1Y,15Y,100,0.007251752
6/26/2018,USD,USD_SwnVol,1Y,15Y,125,0.007531487
6/26/2018,USD,USD_SwnVol,1Y,15Y,150,0.007845518
6/26/2018,USD,USD_SwnVol,1Y,15Y,200,0.008536981
6/26/2018,USD,USD_SwnVol,1Y,15Y,250,0.009273262
6/26/2018,USD,USD_SwnVol,1Y,15Y,300,0.010028535
6/26/2018,USD,USD_SwnVol,1Y,15Y,400,0.01155157
6/26/2018,USD,USD_SwnVol,1Y,15Y,500,0.013062733
6/26/2018,USD,USD_SwnVol,1Y,15Y,1500,0.027008706
6/26/2018,USD,USD_SwnVol,1Y,1Y,-1500,0.005387986
6/26/2018,USD,USD_SwnVol,1Y,1Y,-500,0.005388153
6/26/2018,USD,USD_SwnVol,1Y,1Y,-400,0.005388253
6/26/2018,USD,USD_SwnVol,1Y,1Y,-300,0.005388459
6/26/2018,USD,USD_SwnVol,1Y,1Y,-250,0.005388653
6/26/2018,USD,USD_SwnVol,1Y,1Y,-200,0.00538898
6/26/2018,USD,USD_SwnVol,1Y,1Y,-150,0.005148487
6/26/2018,USD,USD_SwnVol,1Y,1Y,-125,0.004993718
6/26/2018,USD,USD_SwnVol,1Y,1Y,-100,0.004847139
6/26/2018,USD,USD_SwnVol,1Y,1Y,-75,0.004729452
6/26/2018,USD,USD_SwnVol,1Y,1Y,-50,0.004665186
6/26/2018,USD,USD_SwnVol,1Y,1Y,-37.5,0.00466126
6/26/2018,USD,USD_SwnVol,1Y,1Y,-25,0.004679903
6/26/2018,USD,USD_SwnVol,1Y,1Y,-12.5,0.004722922
6/26/2018,USD,USD_SwnVol,1Y,1Y,0,0.00479102
6/26/2018,USD,USD_SwnVol,1Y,1Y,12.5,0.004873807
6/26/2018,USD,USD_SwnVol,1Y,1Y,25,0.004978398
6/26/2018,USD,USD_SwnVol,1Y,1Y,37.5,0.005101584
6/26/2018,USD,USD_SwnVol,1Y,1Y,50,0.00524018
6/26/2018,USD,USD_SwnVol,1Y,1Y,75,0.005552189
6/26/2018,USD,USD_SwnVol,1Y,1Y,100,0.005895543
6/26/2018,USD,USD_SwnVol,1Y,1Y,125,0.006257461
6/26/2018,USD,USD_SwnVol,1Y,1Y,150,0.006629841
6/26/2018,USD,USD_SwnVol,1Y,1Y,200,0.007387818
6/26/2018,USD,USD_SwnVol,1Y,1Y,250,0.008148188
6/26/2018,USD,USD_SwnVol,1Y,1Y,300,0.008902778
6/26/2018,USD,USD_SwnVol,1Y,1Y,400,0.010384589
6/26/2018,USD,USD_SwnVol,1Y,1Y,500,0.011827719
6/26/2018,USD,USD_SwnVol,1Y,1Y,1500,0.024850824
6/26/2018,USD,USD_SwnVol,1Y,20Y,-1500,0.008458579
6/26/2018,USD,USD_SwnVol,1Y,20Y,-500,0.008465263
6/26/2018,USD,USD_SwnVol,1Y,20Y,-400,0.008469077
6/26/2018,USD,USD_SwnVol,1Y,20Y,-300,0.008476472
6/26/2018,USD,USD_SwnVol,1Y,20Y,-250,0.0084278
6/26/2018,USD,USD_SwnVol,1Y,20Y,-200,0.00806432
6/26/2018,USD,USD_SwnVol,1Y,20Y,-150,0.007609934
6/26/2018,USD,USD_SwnVol,1Y,20Y,-125,0.007378361
6/26/2018,USD,USD_SwnVol,1Y,20Y,-100,0.007158091
6/26/2018,USD,USD_SwnVol,1Y,20Y,-75,0.006963079
6/26/2018,USD,USD_SwnVol,1Y,20Y,-50,0.006812172
6/26/2018,USD,USD_SwnVol,1Y,20Y,-37.5,0.006760933
6/26/2018,USD,USD_SwnVol,1Y,20Y,-25,0.006730919
6/26/2018,USD,USD_SwnVol,1Y,20Y,-12.5,0.006726672
6/26/2018,USD,USD_SwnVol,1Y,20Y,0,0.006753472
6/26/2018,USD,USD_SwnVol,1Y,20Y,12.5,0.006709374
6/26/2018,USD,USD_SwnVol,1Y,20Y,25,0.006698268
6/26/2018,USD,USD_SwnVol,1Y,20Y,37.5,0.00671654
6/26/2018,USD,USD_SwnVol,1Y,20Y,50,0.006760906
6/26/2018,USD,USD_SwnVol,1Y,20Y,75,0.006915595
6/26/2018,USD,USD_SwnVol,1Y,20Y,100,0.007139317
6/26/2018,USD,USD_SwnVol,1Y,20Y,125,0.007412633
6/26/2018,USD,USD_SwnVol,1Y,20Y,150,0.007720496
6/26/2018,USD,USD_SwnVol,1Y,20Y,200,0.008399387
6/26/2018,USD,USD_SwnVol,1Y,20Y,250,0.009122401
6/26/2018,USD,USD_SwnVol,1Y,20Y,300,0.009863779
6/26/2018,USD,USD_SwnVol,1Y,20Y,400,0.011357762
6/26/2018,USD,USD_SwnVol,1Y,20Y,500,0.012838907
6/26/2018,USD,USD_SwnVol,1Y,20Y,1500,0.026476182
6/26/2018,USD,USD_SwnVol,1Y,25Y,-1500,0.008497411
6/26/2018,USD,USD_SwnVol,1Y,25Y,-500,0.008505892
6/26/2018,USD,USD_SwnVol,1Y,25Y,-400,0.008510728
6/26/2018,USD,USD_SwnVol,1Y,25Y,-300,0.008520097
6/26/2018,USD,USD_SwnVol,1Y,25Y,-250,0.008452885
6/26/2018,USD,USD_SwnVol,1Y,25Y,-200,0.008054295
6/26/2018,USD,USD_SwnVol,1Y,25Y,-150,0.007578772
6/26/2018,USD,USD_SwnVol,1Y,25Y,-125,0.007339464
6/26/2018,USD,USD_SwnVol,1Y,25Y,-100,0.007113133
6/26/2018,USD,USD_SwnVol,1Y,25Y,-75,0.006914051
6/26/2018,USD,USD_SwnVol,1Y,25Y,-50,0.006762041
6/26/2018,USD,USD_SwnVol,1Y,25Y,-37.5,0.006711982
6/26/2018,USD,USD_SwnVol,1Y,25Y,-25,0.006684881
6/26/2018,USD,USD_SwnVol,1Y,25Y,-12.5,0.006685965
6/26/2018,USD,USD_SwnVol,1Y,25Y,0,0.006721507
6/26/2018,USD,USD_SwnVol,1Y,25Y,12.5,0.006663603
6/26/2018,USD,USD_SwnVol,1Y,25Y,25,0.006642154
6/26/2018,USD,USD_SwnVol,1Y,25Y,37.5,0.006652554
6/26/2018,USD,USD_SwnVol,1Y,25Y,50,0.006690807
6/26/2018,USD,USD_SwnVol,1Y,25Y,75,0.006836614
6/26/2018,USD,USD_SwnVol,1Y,25Y,100,0.007053889
6/26/2018,USD,USD_SwnVol,1Y,25Y,125,0.007321818
6/26/2018,USD,USD_SwnVol,1Y,25Y,150,0.00762468
6/26/2018,USD,USD_SwnVol,1Y,25Y,200,0.008293657
6/26/2018,USD,USD_SwnVol,1Y,25Y,250,0.009006363
6/26/2018,USD,USD_SwnVol,1Y,25Y,300,0.009736981
6/26/2018,USD,USD_SwnVol,1Y,25Y,400,0.011208445
6/26/2018,USD,USD_SwnVol,1Y,25Y,500,0.012666246
6/26/2018,USD,USD_SwnVol,1Y,25Y,1500,0.026060253
6/26/2018,USD,USD_SwnVol,1Y,2Y,-1500,0.006169514
6/26/2018,USD,USD_SwnVol,1Y,2Y,-500,0.006169858
6/26/2018,USD,USD_SwnVol,1Y,2Y,-400,0.006170064
6/26/2018,USD,USD_SwnVol,1Y,2Y,-300,0.00617048
6/26/2018,USD,USD_SwnVol,1Y,2Y,-250,0.006170864
6/26/2018,USD,USD_SwnVol,1Y,2Y,-200,0.006174417
6/26/2018,USD,USD_SwnVol,1Y,2Y,-150,0.006026255
6/26/2018,USD,USD_SwnVol,1Y,2Y,-125,0.005910746
6/26/2018,USD,USD_SwnVol,1Y,2Y,-100,0.005793904
6/26/2018,USD,USD_SwnVol,1Y,2Y,-75,0.005690817
6/26/2018,USD,USD_SwnVol,1Y,2Y,-50,0.005617237
6/26/2018,USD,USD_SwnVol,1Y,2Y,-37.5,0.005596688
6/26/2018,USD,USD_SwnVol,1Y,2Y,-25,0.005589698
6/26/2018,USD,USD_SwnVol,1Y,2Y,-12.5,0.005598155
6/26/2018,USD,USD_SwnVol,1Y,2Y,0,0.005623725
6/26/2018,USD,USD_SwnVol,1Y,2Y,12.5,0.00565393
6/26/2018,USD,USD_SwnVol,1Y,2Y,25,0.005701885
6/26/2018,USD,USD_SwnVol,1Y,2Y,37.5,0.005766561
6/26/2018,USD,USD_SwnVol,1Y,2Y,50,0.005846673
6/26/2018,USD,USD_SwnVol,1Y,2Y,75,0.006047173
6/26/2018,USD,USD_SwnVol,1Y,2Y,100,0.006290877
6/26/2018,USD,USD_SwnVol,1Y,2Y,125,0.006566232
6/26/2018,USD,USD_SwnVol,1Y,2Y,150,0.006863928
6/26/2018,USD,USD_SwnVol,1Y,2Y,200,0.007500499
6/26/2018,USD,USD_SwnVol,1Y,2Y,250,0.008165647
6/26/2018,USD,USD_SwnVol,1Y,2Y,300,0.008842015
6/26/2018,USD,USD_SwnVol,1Y,2Y,400,0.010198176
6/26/2018,USD,USD_SwnVol,1Y,2Y,500,0.01153962
6/26/2018,USD,USD_SwnVol,1Y,2Y,1500,0.02390356
6/26/2018,USD,USD_SwnVol,1Y,30Y,-1500,0.008543441
6/26/2018,USD,USD_SwnVol,1Y,30Y,-500,0.008553712
6/26/2018,USD,USD_SwnVol,1Y,30Y,-400,0.008559563
6/26/2018,USD,USD_SwnVol,1Y,30Y,-300,0.008570889
6/26/2018,USD,USD_SwnVol,1Y,30Y,-250,0.008492463
6/26/2018,USD,USD_SwnVol,1Y,30Y,-200,0.008061564
6/26/2018,USD,USD_SwnVol,1Y,30Y,-150,0.00756498
6/26/2018,USD,USD_SwnVol,1Y,30Y,-125,0.007317634
6/26/2018,USD,USD_SwnVol,1Y,30Y,-100,0.007084789
6/26/2018,USD,USD_SwnVol,1Y,30Y,-75,0.006881043
6/26/2018,USD,USD_SwnVol,1Y,30Y,-50,0.006727159
6/26/2018,USD,USD_SwnVol,1Y,30Y,-37.5,0.00667781
6/26/2018,USD,USD_SwnVol,1Y,30Y,-25,0.006653079
6/26/2018,USD,USD_SwnVol,1Y,30Y,-12.5,0.006658861
6/26/2018,USD,USD_SwnVol,1Y,30Y,0,0.006702409
6/26/2018,USD,USD_SwnVol,1Y,30Y,12.5,0.00663104
6/26/2018,USD,USD_SwnVol,1Y,30Y,25,0.006599508
6/26/2018,USD,USD_SwnVol,1Y,30Y,37.5,0.006602246
6/26/2018,USD,USD_SwnVol,1Y,30Y,50,0.006634565
6/26/2018,USD,USD_SwnVol,1Y,30Y,75,0.006771811
6/26/2018,USD,USD_SwnVol,1Y,30Y,100,0.00698297
6/26/2018,USD,USD_SwnVol,1Y,30Y,125,0.007245882
6/26/2018,USD,USD_SwnVol,1Y,30Y,150,0.007544161
6/26/2018,USD,USD_SwnVol,1Y,30Y,200,0.00820418
6/26/2018,USD,USD_SwnVol,1Y,30Y,250,0.008907644
6/26/2018,USD,USD_SwnVol,1Y,30Y,300,0.009628633
6/26/2018,USD,USD_SwnVol,1Y,30Y,400,0.011079922
6/26/2018,USD,USD_SwnVol,1Y,30Y,500,0.01251674
6/26/2018,USD,USD_SwnVol,1Y,30Y,1500,0.025689345
6/26/2018,USD,USD_SwnVol,1Y,3Y,-1500,0.006903969
6/26/2018,USD,USD_SwnVol,1Y,3Y,-500,0.006904591
6/26/2018,USD,USD_SwnVol,1Y,3Y,-400,0.006904958
6/26/2018,USD,USD_SwnVol,1Y,3Y,-300,0.006905689
6/26/2018,USD,USD_SwnVol,1Y,3Y,-250,0.006906356
6/26/2018,USD,USD_SwnVol,1Y,3Y,-200,0.006862281
6/26/2018,USD,USD_SwnVol,1Y,3Y,-150,0.00661326
6/26/2018,USD,USD_SwnVol,1Y,3Y,-125,0.006476285
6/26/2018,USD,USD_SwnVol,1Y,3Y,-100,0.006349219
6/26/2018,USD,USD_SwnVol,1Y,3Y,-75,0.006244092
6/26/2018,USD,USD_SwnVol,1Y,3Y,-50,0.006173425
6/26/2018,USD,USD_SwnVol,1Y,3Y,-37.5,0.006154981
6/26/2018,USD,USD_SwnVol,1Y,3Y,-25,0.00614982
6/26/2018,USD,USD_SwnVol,1Y,3Y,-12.5,0.006159328
6/26/2018,USD,USD_SwnVol,1Y,3Y,0,0.006184764
6/26/2018,USD,USD_SwnVol,1Y,3Y,12.5,0.006209229
6/26/2018,USD,USD_SwnVol,1Y,3Y,25,0.006249751
6/26/2018,USD,USD_SwnVol,1Y,3Y,37.5,0.006305241
6/26/2018,USD,USD_SwnVol,1Y,3Y,50,0.006374519
6/26/2018,USD,USD_SwnVol,1Y,3Y,75,0.006549352
6/26/2018,USD,USD_SwnVol,1Y,3Y,100,0.006763952
6/26/2018,USD,USD_SwnVol,1Y,3Y,125,0.007008761
6/26/2018,USD,USD_SwnVol,1Y,3Y,150,0.007275787
6/26/2018,USD,USD_SwnVol,1Y,3Y,200,0.007853073
6/26/2018,USD,USD_SwnVol,1Y,3Y,250,0.008462659
6/26/2018,USD,USD_SwnVol,1Y,3Y,300,0.009086761
6/26/2018,USD,USD_SwnVol,1Y,3Y,400,0.010345174
6/26/2018,USD,USD_SwnVol,1Y,3Y,500,0.01159414
6/26/2018,USD,USD_SwnVol,1Y,3Y,1500,0.023076497
6/26/2018,USD,USD_SwnVol,1Y,4Y,-1500,0.007177709
6/26/2018,USD,USD_SwnVol,1Y,4Y,-500,0.007178576
6/26/2018,USD,USD_SwnVol,1Y,4Y,-400,0.007179083
