ValuationDate,Currency,VolatilitySurfaceName,Expiry,Tenor,Strike,Volatility
6/26/2018,USD,USD_SwnVol,2Y,5Y,-150,0.007431994
6/26/2018,USD,USD_SwnVol,2Y,5Y,-125,0.007340324
6/26/2018,USD,USD_SwnVol,2Y,5Y,-100,0.007259022
6/26/2018,USD,USD_SwnVol,2Y,5Y,-75,0.007196032
6/26/2018,USD,USD_SwnVol,2Y,5Y,-50,0.007159128
6/26/2018,USD,USD_SwnVol,2Y,5Y,-37.5,0.007152827
6/26/2018,USD,USD_SwnVol,2Y,5Y,-25,0.007155835
6/26/2018,USD,USD_SwnVol,2Y,5Y,-12.5,0.007169008
6/26/2018,USD,USD_SwnVol,2Y,5Y,0,0.007193152
6/26/2018,USD,USD_SwnVol,2Y,5Y,12.5,0.007203525
6/26/2018,USD,USD_SwnVol,2Y,5Y,25,0.007225197
6/26/2018,USD,USD_SwnVol,2Y,5Y,37.5,0.00725769
6/26/2018,USD,USD_SwnVol,2Y,5Y,50,0.007300479
6/26/2018,USD,USD_SwnVol,2Y,5Y,75,0.007414578
6/26/2018,USD,USD_SwnVol,2Y,5Y,100,0.007562393
6/26/2018,USD,USD_SwnVol,2Y,5Y,125,0.007738565
6/26/2018,USD,USD_SwnVol,2Y,5Y,150,0.007937952
6/26/2018,USD,USD_SwnVol,2Y,5Y,200,0.008388611
6/26/2018,USD,USD_SwnVol,2Y,5Y,250,0.008885667
6/26/2018,USD,USD_SwnVol,2Y,5Y,300,0.009410216
6/26/2018,USD,USD_SwnVol,2Y,5Y,400,0.01049896
6/26/2018,USD,USD_SwnVol,2Y,5Y,500,0.011604615
6/26/2018,USD,USD_SwnVol,2Y,5Y,1500,0.022077885
6/26/2018,USD,USD_SwnVol,2Y,7Y,-1500,0.007900654
6/26/2018,USD,USD_SwnVol,2Y,7Y,-500,0.007905103
6/26/2018,USD,USD_SwnVol,2Y,7Y,-400,0.007907495
6/26/2018,USD,USD_SwnVol,2Y,7Y,-300,0.007911907
6/26/2018,USD,USD_SwnVol,2Y,7Y,-250,0.0079156
6/26/2018,USD,USD_SwnVol,2Y,7Y,-200,0.007800224
6/26/2018,USD,USD_SwnVol,2Y,7Y,-150,0.007589369
6/26/2018,USD,USD_SwnVol,2Y,7Y,-125,0.007483643
6/26/2018,USD,USD_SwnVol,2Y,7Y,-100,0.00738893
6/26/2018,USD,USD_SwnVol,2Y,7Y,-75,0.007313151
6/26/2018,USD,USD_SwnVol,2Y,7Y,-50,0.007264405
6/26/2018,USD,USD_SwnVol,2Y,7Y,-37.5,0.00725274
6/26/2018,USD,USD_SwnVol,2Y,7Y,-25,0.00725091
6/26/2018,USD,USD_SwnVol,2Y,7Y,-12.5,0.007259922
6/26/2018,USD,USD_SwnVol,2Y,7Y,0,0.007280757
6/26/2018,USD,USD_SwnVol,2Y,7Y,12.5,0.007281647
6/26/2018,USD,USD_SwnVol,2Y,7Y,25,0.007294812
6/26/2018,USD,USD_SwnVol,2Y,7Y,37.5,0.007319713
6/26/2018,USD,USD_SwnVol,2Y,7Y,50,0.007355768
6/26/2018,USD,USD_SwnVol,2Y,7Y,75,0.00745877
6/26/2018,USD,USD_SwnVol,2Y,7Y,100,0.007598296
6/26/2018,USD,USD_SwnVol,2Y,7Y,125,0.007768551
6/26/2018,USD,USD_SwnVol,2Y,7Y,150,0.007963956
6/26/2018,USD,USD_SwnVol,2Y,7Y,200,0.008410935
6/26/2018,USD,USD_SwnVol,2Y,7Y,250,0.00890808
6/26/2018,USD,USD_SwnVol,2Y,7Y,300,0.009434942
6/26/2018,USD,USD_SwnVol,2Y,7Y,400,0.010531742
6/26/2018,USD,USD_SwnVol,2Y,7Y,500,0.011647532
6/26/2018,USD,USD_SwnVol,2Y,7Y,1500,0.022234157
6/26/2018,USD,USD_SwnVol,30Y,10Y,-1500,0.005634922
6/26/2018,USD,USD_SwnVol,30Y,10Y,-500,0.005767777
6/26/2018,USD,USD_SwnVol,30Y,10Y,-400,0.005815323
6/26/2018,USD,USD_SwnVol,30Y,10Y,-300,0.005883878
6/26/2018,USD,USD_SwnVol,30Y,10Y,-250,0.005927331
6/26/2018,USD,USD_SwnVol,30Y,10Y,-200,0.00581872
6/26/2018,USD,USD_SwnVol,30Y,10Y,-150,0.005672122
6/26/2018,USD,USD_SwnVol,30Y,10Y,-125,0.00560515
6/26/2018,USD,USD_SwnVol,30Y,10Y,-100,0.005550217
6/26/2018,USD,USD_SwnVol,30Y,10Y,-75,0.005513307
6/26/2018,USD,USD_SwnVol,30Y,10Y,-50,0.005500735
6/26/2018,USD,USD_SwnVol,30Y,10Y,-37.5,0.005505591
6/26/2018,USD,USD_SwnVol,30Y,10Y,-25,0.005518923
6/26/2018,USD,USD_SwnVol,30Y,10Y,-12.5,0.005541463
6/26/2018,USD,USD_SwnVol,30Y,10Y,0,0.005573872
6/26/2018,USD,USD_SwnVol,30Y,10Y,12.5,0.005535769
6/26/2018,USD,USD_SwnVol,30Y,10Y,25,0.005508028
6/26/2018,USD,USD_SwnVol,30Y,10Y,37.5,0.005490456
6/26/2018,USD,USD_SwnVol,30Y,10Y,50,0.005482744
6/26/2018,USD,USD_SwnVol,30Y,10Y,75,0.005495163
6/26/2018,USD,USD_SwnVol,30Y,10Y,100,0.005541069
6/26/2018,USD,USD_SwnVol,30Y,10Y,125,0.005615566
6/26/2018,USD,USD_SwnVol,30Y,10Y,150,0.005713711
6/26/2018,USD,USD_SwnVol,30Y,10Y,200,0.005963397
6/26/2018,USD,USD_SwnVol,30Y,10Y,250,0.006261472
6/26/2018,USD,USD_SwnVol,30Y,10Y,300,0.006588963
6/26/2018,USD,USD_SwnVol,30Y,10Y,400,0.007289313
6/26/2018,USD,USD_SwnVol,30Y,10Y,500,0.008014179
6/26/2018,USD,USD_SwnVol,30Y,10Y,1500,0.015002423
6/26/2018,USD,USD_SwnVol,30Y,12Y,-1500,0.005571053
6/26/2018,USD,USD_SwnVol,30Y,12Y,-500,0.005704509
6/26/2018,USD,USD_SwnVol,30Y,12Y,-400,0.005752559
6/26/2018,USD,USD_SwnVol,30Y,12Y,-300,0.005822037
6/26/2018,USD,USD_SwnVol,30Y,12Y,-250,0.005866227
6/26/2018,USD,USD_SwnVol,30Y,12Y,-200,0.005754598
6/26/2018,USD,USD_SwnVol,30Y,12Y,-150,0.005604776
6/26/2018,USD,USD_SwnVol,30Y,12Y,-125,0.005535921
6/26/2018,USD,USD_SwnVol,30Y,12Y,-100,0.005478905
6/26/2018,USD,USD_SwnVol,30Y,12Y,-75,0.00543976
6/26/2018,USD,USD_SwnVol,30Y,12Y,-50,0.005424915
6/26/2018,USD,USD_SwnVol,30Y,12Y,-37.5,0.005428682
6/26/2018,USD,USD_SwnVol,30Y,12Y,-25,0.005440998
6/26/2018,USD,USD_SwnVol,30Y,12Y,-12.5,0.005462635
6/26/2018,USD,USD_SwnVol,30Y,12Y,0,0.005494294
6/26/2018,USD,USD_SwnVol,30Y,12Y,12.5,0.00545329
6/26/2018,USD,USD_SwnVol,30Y,12Y,25,0.00542285
6/26/2018,USD,USD_SwnVol,30Y,12Y,37.5,0.005402783
6/26/2018,USD,USD_SwnVol,30Y,12Y,50,0.005392779
6/26/2018,USD,USD_SwnVol,30Y,12Y,75,0.005401188
6/26/2018,USD,USD_SwnVol,30Y,12Y,100,0.005443768
6/26/2018,USD,USD_SwnVol,30Y,12Y,125,0.005515481
6/26/2018,USD,USD_SwnVol,30Y,12Y,150,0.005611243
6/26/2018,USD,USD_SwnVol,30Y,12Y,200,0.00585689
6/26/2018,USD,USD_SwnVol,30Y,12Y,250,0.006151375
6/26/2018,USD,USD_SwnVol,30Y,12Y,300,0.006475391
6/26/2018,USD,USD_SwnVol,30Y,12Y,400,0.007168714
6/26/2018,USD,USD_SwnVol,30Y,12Y,500,0.007886341
6/26/2018,USD,USD_SwnVol,30Y,12Y,1500,0.014802036
6/26/2018,USD,USD_SwnVol,30Y,15Y,-1500,0.005588109
6/26/2018,USD,USD_SwnVol,30Y,15Y,-500,0.0057279
6/26/2018,USD,USD_SwnVol,30Y,15Y,-400,0.005778156
6/26/2018,USD,USD_SwnVol,30Y,15Y,-300,0.005850774
6/26/2018,USD,USD_SwnVol,30Y,15Y,-250,0.005896984
6/26/2018,USD,USD_SwnVol,30Y,15Y,-200,0.005783045
6/26/2018,USD,USD_SwnVol,30Y,15Y,-150,0.005630104
6/26/2018,USD,USD_SwnVol,30Y,15Y,-125,0.005559467
6/26/2018,USD,USD_SwnVol,30Y,15Y,-100,0.005500573
6/26/2018,USD,USD_SwnVol,30Y,15Y,-75,0.005459531
6/26/2018,USD,USD_SwnVol,30Y,15Y,-50,0.005442907
6/26/2018,USD,USD_SwnVol,30Y,15Y,-37.5,0.005445889
6/26/2018,USD,USD_SwnVol,30Y,15Y,-25,0.005457534
6/26/2018,USD,USD_SwnVol,30Y,15Y,-12.5,0.005478648
6/26/2018,USD,USD_SwnVol,30Y,15Y,0,0.005509975
6/26/2018,USD,USD_SwnVol,30Y,15Y,12.5,0.00546543
6/26/2018,USD,USD_SwnVol,30Y,15Y,25,0.005431693
6/26/2018,USD,USD_SwnVol,30Y,15Y,37.5,0.005408586
6/26/2018,USD,USD_SwnVol,30Y,15Y,50,0.005395802
6/26/2018,USD,USD_SwnVol,30Y,15Y,75,0.005399432
6/26/2018,USD,USD_SwnVol,30Y,15Y,100,0.005438213
6/26/2018,USD,USD_SwnVol,30Y,15Y,125,0.005506988
6/26/2018,USD,USD_SwnVol,30Y,15Y,150,0.005600521
6/26/2018,USD,USD_SwnVol,30Y,15Y,200,0.005843272
6/26/2018,USD,USD_SwnVol,30Y,15Y,250,0.006136192
6/26/2018,USD,USD_SwnVol,30Y,15Y,300,0.006459397
6/26/2018,USD,USD_SwnVol,30Y,15Y,400,0.007152195
6/26/2018,USD,USD_SwnVol,30Y,15Y,500,0.007869935
6/26/2018,USD,USD_SwnVol,30Y,15Y,1500,0.014791191
6/26/2018,USD,USD_SwnVol,30Y,1Y,-1500,0.005581927
6/26/2018,USD,USD_SwnVol,30Y,1Y,-500,0.005694872
6/26/2018,USD,USD_SwnVol,30Y,1Y,-400,0.005735477
6/26/2018,USD,USD_SwnVol,30Y,1Y,-300,0.00579415
6/26/2018,USD,USD_SwnVol,30Y,1Y,-250,0.005810401
6/26/2018,USD,USD_SwnVol,30Y,1Y,-200,0.005691628
6/26/2018,USD,USD_SwnVol,30Y,1Y,-150,0.005579524
6/26/2018,USD,USD_SwnVol,30Y,1Y,-125,0.005539769
6/26/2018,USD,USD_SwnVol,30Y,1Y,-100,0.00551699
6/26/2018,USD,USD_SwnVol,30Y,1Y,-75,0.005515692
6/26/2018,USD,USD_SwnVol,30Y,1Y,-50,0.005540194
6/26/2018,USD,USD_SwnVol,30Y,1Y,-37.5,0.005563346
6/26/2018,USD,USD_SwnVol,30Y,1Y,-25,0.005594328
6/26/2018,USD,USD_SwnVol,30Y,1Y,-12.5,0.005633485
6/26/2018,USD,USD_SwnVol,30Y,1Y,0,0.005681089
6/26/2018,USD,USD_SwnVol,30Y,1Y,12.5,0.005667262
6/26/2018,USD,USD_SwnVol,30Y,1Y,25,0.005661781
6/26/2018,USD,USD_SwnVol,30Y,1Y,37.5,0.005664285
6/26/2018,USD,USD_SwnVol,30Y,1Y,50,0.005674364
6/26/2018,USD,USD_SwnVol,30Y,1Y,75,0.005715437
6/26/2018,USD,USD_SwnVol,30Y,1Y,100,0.005781194
6/26/2018,USD,USD_SwnVol,30Y,1Y,125,0.005867796
6/26/2018,USD,USD_SwnVol,30Y,1Y,150,0.005971649
6/26/2018,USD,USD_SwnVol,30Y,1Y,200,0.006218808
6/26/2018,USD,USD_SwnVol,30Y,1Y,250,0.006502634
6/26/2018,USD,USD_SwnVol,30Y,1Y,300,0.006809565
6/26/2018,USD,USD_SwnVol,30Y,1Y,400,0.00746058
6/26/2018,USD,USD_SwnVol,30Y,1Y,500,0.008132563
6/26/2018,USD,USD_SwnVol,30Y,1Y,1500,0.014608921
6/26/2018,USD,USD_SwnVol,30Y,20Y,-1500,0.005564452
6/26/2018,USD,USD_SwnVol,30Y,20Y,-500,0.00571183
6/26/2018,USD,USD_SwnVol,30Y,20Y,-400,0.005764941
6/26/2018,USD,USD_SwnVol,30Y,20Y,-300,0.00584177
6/26/2018,USD,USD_SwnVol,30Y,20Y,-250,0.005890825
6/26/2018,USD,USD_SwnVol,30Y,20Y,-200,0.00577538
6/26/2018,USD,USD_SwnVol,30Y,20Y,-150,0.005620595
6/26/2018,USD,USD_SwnVol,30Y,20Y,-125,0.005548943
6/26/2018,USD,USD_SwnVol,30Y,20Y,-100,0.005489038
6/26/2018,USD,USD_SwnVol,30Y,20Y,-75,0.005447104
6/26/2018,USD,USD_SwnVol,30Y,20Y,-50,0.005429898
6/26/2018,USD,USD_SwnVol,30Y,20Y,-37.5,0.005432791
6/26/2018,USD,USD_SwnVol,30Y,20Y,-25,0.005444539
6/26/2018,USD,USD_SwnVol,30Y,20Y,-12.5,0.005466
6/26/2018,USD,USD_SwnVol,30Y,20Y,0,0.005497972
6/26/2018,USD,USD_SwnVol,30Y,20Y,12.5,0.005448835
6/26/2018,USD,USD_SwnVol,30Y,20Y,25,0.005410865
6/26/2018,USD,USD_SwnVol,30Y,20Y,37.5,0.005383881
6/26/2018,USD,USD_SwnVol,30Y,20Y,50,0.005367572
6/26/2018,USD,USD_SwnVol,30Y,20Y,75,0.005365152
6/26/2018,USD,USD_SwnVol,30Y,20Y,100,0.005399084
6/26/2018,USD,USD_SwnVol,30Y,20Y,125,0.005464008
6/26/2018,USD,USD_SwnVol,30Y,20Y,150,0.005554477
6/26/2018,USD,USD_SwnVol,30Y,20Y,200,0.005792722
6/26/2018,USD,USD_SwnVol,30Y,20Y,250,0.006082431
6/26/2018,USD,USD_SwnVol,30Y,20Y,300,0.006403092
6/26/2018,USD,USD_SwnVol,30Y,20Y,400,0.007091682
6/26/2018,USD,USD_SwnVol,30Y,20Y,500,0.007805677
6/26/2018,USD,USD_SwnVol,30Y,20Y,1500,0.014694117
6/26/2018,USD,USD_SwnVol,30Y,25Y,-1500,0.005539866
6/26/2018,USD,USD_SwnVol,30Y,25Y,-500,0.005694306
6/26/2018,USD,USD_SwnVol,30Y,25Y,-400,0.0057501
6/26/2018,USD,USD_SwnVol,30Y,25Y,-300,0.005830904
6/26/2018,USD,USD_SwnVol,30Y,25Y,-250,0.005882578
6/26/2018,USD,USD_SwnVol,30Y,25Y,-200,0.005765624
6/26/2018,USD,USD_SwnVol,30Y,25Y,-150,0.005609106
6/26/2018,USD,USD_SwnVol,30Y,25Y,-125,0.005536507
6/26/2018,USD,USD_SwnVol,30Y,25Y,-100,0.005475663
6/26/2018,USD,USD_SwnVol,30Y,25Y,-75,0.005432904
6/26/2018,USD,USD_SwnVol,30Y,25Y,-50,0.005415167
6/26/2018,USD,USD_SwnVol,30Y,25Y,-37.5,0.005417989
6/26/2018,USD,USD_SwnVol,30Y,25Y,-25,0.005429851
6/26/2018,USD,USD_SwnVol,30Y,25Y,-12.5,0.005451663
6/26/2018,USD,USD_SwnVol,30Y,25Y,0,0.005484276
6/26/2018,USD,USD_SwnVol,30Y,25Y,12.5,0.005430733
6/26/2018,USD,USD_SwnVol,30Y,25Y,25,0.005388706
6/26/2018,USD,USD_SwnVol,30Y,25Y,37.5,0.005358014
6/26/2018,USD,USD_SwnVol,30Y,25Y,50,0.005338339
6/26/2018,USD,USD_SwnVol,30Y,25Y,75,0.005330161
6/26/2018,USD,USD_SwnVol,30Y,25Y,100,0.005359499
6/26/2018,USD,USD_SwnVol,30Y,25Y,125,0.005420793
6/26/2018,USD,USD_SwnVol,30Y,25Y,150,0.005508384
6/26/2018,USD,USD_SwnVol,30Y,25Y,200,0.005742408
6/26/2018,USD,USD_SwnVol,30Y,25Y,250,0.006029098
6/26/2018,USD,USD_SwnVol,30Y,25Y,300,0.006347343
6/26/2018,USD,USD_SwnVol,30Y,25Y,400,0.007031872
6/26/2018,USD,USD_SwnVol,30Y,25Y,500,0.00774219
6/26/2018,USD,USD_SwnVol,30Y,25Y,1500,0.014597721
6/26/2018,USD,USD_SwnVol,30Y,2Y,-1500,0.005537848
6/26/2018,USD,USD_SwnVol,30Y,2Y,-500,0.005650871
6/26/2018,USD,USD_SwnVol,30Y,2Y,-400,0.005691675
6/26/2018,USD,USD_SwnVol,30Y,2Y,-300,0.00575075
6/26/2018,USD,USD_SwnVol,30Y,2Y,-250,0.005774288
6/26/2018,USD,USD_SwnVol,30Y,2Y,-200,0.005667758
6/26/2018,USD,USD_SwnVol,30Y,2Y,-150,0.005558076
6/26/2018,USD,USD_SwnVol,30Y,2Y,-125,0.005517105
6/26/2018,USD,USD_SwnVol,30Y,2Y,-100,0.00549174
6/26/2018,USD,USD_SwnVol,30Y,2Y,-75,0.005486666
6/26/2018,USD,USD_SwnVol,30Y,2Y,-50,0.00550645
6/26/2018,USD,USD_SwnVol,30Y,2Y,-37.5,0.005526992
6/26/2018,USD,USD_SwnVol,30Y,2Y,-25,0.005555263
6/26/2018,USD,USD_SwnVol,30Y,2Y,-12.5,0.005591663
6/26/2018,USD,USD_SwnVol,30Y,2Y,0,0.005636521
6/26/2018,USD,USD_SwnVol,30Y,2Y,12.5,0.005618785
6/26/2018,USD,USD_SwnVol,30Y,2Y,25,0.005609504
6/26/2018,USD,USD_SwnVol,30Y,2Y,37.5,0.005608351
6/26/2018,USD,USD_SwnVol,30Y,2Y,50,0.005614945
6/26/2018,USD,USD_SwnVol,30Y,2Y,75,0.005649636
6/26/2018,USD,USD_SwnVol,30Y,2Y,100,0.005709857
6/26/2018,USD,USD_SwnVol,30Y,2Y,125,0.005791765
6/26/2018,USD,USD_SwnVol,30Y,2Y,150,0.005891698
6/26/2018,USD,USD_SwnVol,30Y,2Y,200,0.006132948
6/26/2018,USD,USD_SwnVol,30Y,2Y,250,0.006412778
6/26/2018,USD,USD_SwnVol,30Y,2Y,300,0.006716995
6/26/2018,USD,USD_SwnVol,30Y,2Y,400,0.007364856
6/26/2018,USD,USD_SwnVol,30Y,2Y,500,0.00803534
6/26/2018,USD,USD_SwnVol,30Y,2Y,1500,0.014517889
6/26/2018,USD,USD_SwnVol,30Y,30Y,-1500,0.005546548
6/26/2018,USD,USD_SwnVol,30Y,30Y,-500,0.00570949
6/26/2018,USD,USD_SwnVol,30Y,30Y,-400,0.005768329
6/26/2018,USD,USD_SwnVol,30Y,30Y,-300,0.005853524
6/26/2018,USD,USD_SwnVol,30Y,30Y,-250,0.005908075
6/26/2018,USD,USD_SwnVol,30Y,30Y,-200,0.005789383
6/26/2018,USD,USD_SwnVol,30Y,30Y,-150,0.005630507
6/26/2018,USD,USD_SwnVol,30Y,30Y,-125,0.005556593
6/26/2018,USD,USD_SwnVol,30Y,30Y,-100,0.005494417
6/26/2018,USD,USD_SwnVol,30Y,30Y,-75,0.005450417
6/26/2018,USD,USD_SwnVol,30Y,30Y,-50,0.005431706
6/26/2018,USD,USD_SwnVol,30Y,30Y,-37.5,0.00543422
6/26/2018,USD,USD_SwnVol,30Y,30Y,-25,0.005445951
6/26/2018,USD,USD_SwnVol,30Y,30Y,-12.5,0.005467854
6/26/2018,USD,USD_SwnVol,30Y,30Y,0,0.005500835
6/26/2018,USD,USD_SwnVol,30Y,30Y,12.5,0.0054428
6/26/2018,USD,USD_SwnVol,30Y,30Y,25,0.005396625
6/26/2018,USD,USD_SwnVol,30Y,30Y,37.5,0.005362133
6/26/2018,USD,USD_SwnVol,30Y,30Y,50,0.005339008
6/26/2018,USD,USD_SwnVol,30Y,30Y,75,0.005324953
6/26/2018,USD,USD_SwnVol,30Y,30Y,100,0.005349667
6/26/2018,USD,USD_SwnVol,30Y,30Y,125,0.005407408
6/26/2018,USD,USD_SwnVol,30Y,30Y,150,0.005492308
6/26/2018,USD,USD_SwnVol,30Y,30Y,200,0.005722781
6/26/2018,USD,USD_SwnVol,30Y,30Y,250,0.006007428
6/26/2018,USD,USD_SwnVol,30Y,30Y,300,0.006324444
6/26/2018,USD,USD_SwnVol,30Y,30Y,400,0.007007651
6/26/2018,USD,USD_SwnVol,30Y,30Y,500,0.007717277
6/26/2018,USD,USD_SwnVol,30Y,30Y,1500,0.01457039
6/26/2018,USD,USD_SwnVol,30Y,3Y,-1500,0.005622939
6/26/2018,USD,USD_SwnVol,30Y,3Y,-500,0.005741604
6/26/2018,USD,USD_SwnVol,30Y,3Y,-400,0.005784107
6/26/2018,USD,USD_SwnVol,30Y,3Y,-300,0.005845414
6/26/2018,USD,USD_SwnVol,30Y,3Y,-250,0.005864725
6/26/2018,USD,USD_SwnVol,30Y,3Y,-200,0.005713064
6/26/2018,USD,USD_SwnVol,30Y,3Y,-150,0.005575054
6/26/2018,USD,USD_SwnVol,30Y,3Y,-125,0.005524023
6/26/2018,USD,USD_SwnVol,30Y,3Y,-100,0.005491051
6/26/2018,USD,USD_SwnVol,30Y,3Y,-75,0.005480784
6/26/2018,USD,USD_SwnVol,30Y,3Y,-50,0.005497771
6/26/2018,USD,USD_SwnVol,30Y,3Y,-37.5,0.005517794
6/26/2018,USD,USD_SwnVol,30Y,3Y,-25,0.005546109
6/26/2018,USD,USD_SwnVol,30Y,3Y,-12.5,0.005583087
6/26/2018,USD,USD_SwnVol,30Y,3Y,0,0.005629022
6/26/2018,USD,USD_SwnVol,30Y,3Y,12.5,0.005611589
6/26/2018,USD,USD_SwnVol,30Y,3Y,25,0.005603003
6/26/2018,USD,USD_SwnVol,30Y,3Y,37.5,0.005602876
6/26/2018,USD,USD_SwnVol,30Y,3Y,50,0.005610762
6/26/2018,USD,USD_SwnVol,30Y,3Y,75,0.005648594
6/26/2018,USD,USD_SwnVol,30Y,3Y,100,0.005712349
6/26/2018,USD,USD_SwnVol,30Y,3Y,125,0.005797857
6/26/2018,USD,USD_SwnVol,30Y,3Y,150,0.005901241
6/26/2018,USD,USD_SwnVol,30Y,3Y,200,0.006148501
6/26/2018,USD,USD_SwnVol,30Y,3Y,250,0.006432951
6/26/2018,USD,USD_SwnVol,30Y,3Y,300,0.006740494
6/26/2018,USD,USD_SwnVol,30Y,3Y,400,0.007392017
6/26/2018,USD,USD_SwnVol,30Y,3Y,500,0.008063412
6/26/2018,USD,USD_SwnVol,30Y,3Y,1500,0.014508079
6/26/2018,USD,USD_SwnVol,30Y,4Y,-1500,0.005607348
6/26/2018,USD,USD_SwnVol,30Y,4Y,-500,0.005727298
6/26/2018,USD,USD_SwnVol,30Y,4Y,-400,0.005770325
6/26/2018,USD,USD_SwnVol,30Y,4Y,-300,0.005832432
6/26/2018,USD,USD_SwnVol,30Y,4Y,-250,0.005855136
6/26/2018,USD,USD_SwnVol,30Y,4Y,-200,0.005697303
6/26/2018,USD,USD_SwnVol,30Y,4Y,-150,0.005553425
6/26/2018,USD,USD_SwnVol,30Y,4Y,-125,0.005500067
6/26/2018,USD,USD_SwnVol,30Y,4Y,-100,0.005465477
6/26/2018,USD,USD_SwnVol,30Y,4Y,-75,0.005454571
6/26/2018,USD,USD_SwnVol,30Y,4Y,-50,0.005472168
6/26/2018,USD,USD_SwnVol,30Y,4Y,-37.5,0.005493037
6/26/2018,USD,USD_SwnVol,30Y,4Y,-25,0.005522585
6/26/2018,USD,USD_SwnVol,30Y,4Y,-12.5,0.005561193
6/26/2018,USD,USD_SwnVol,30Y,4Y,0,0.005609156
6/26/2018,USD,USD_SwnVol,30Y,4Y,12.5,0.005592913
6/26/2018,USD,USD_SwnVol,30Y,4Y,25,0.005585873
6/26/2018,USD,USD_SwnVol,30Y,4Y,37.5,0.005587609
6/26/2018,USD,USD_SwnVol,30Y,4Y,50,0.005597634
6/26/2018,USD,USD_SwnVol,30Y,4Y,75,0.0056404
6/26/2018,USD,USD_SwnVol,30Y,4Y,100,0.005709688
6/26/2018,USD,USD_SwnVol,30Y,4Y,125,0.00580105
6/26/2018,USD,USD_SwnVol,30Y,4Y,150,0.005910395
6/26/2018,USD,USD_SwnVol,30Y,4Y,200,0.00616939
6/26/2018,USD,USD_SwnVol,30Y,4Y,250,0.006464927
6/26/2018,USD,USD_SwnVol,30Y,4Y,300,0.006782794
6/26/2018,USD,USD_SwnVol,30Y,4Y,400,0.007452934
6/26/2018,USD,USD_SwnVol,30Y,4Y,500,0.008140905
6/26/2018,USD,USD_SwnVol,30Y,4Y,1500,0.014711162
6/26/2018,USD,USD_SwnVol,30Y,5Y,-1500,0.005565841
6/26/2018,USD,USD_SwnVol,30Y,5Y,-500,0.005685876
6/26/2018,USD,USD_SwnVol,30Y,5Y,-400,0.005729103
6/26/2018,USD,USD_SwnVol,30Y,5Y,-300,0.005791613
6/26/2018,USD,USD_SwnVol,30Y,5Y,-250,0.005816831
6/26/2018,USD,USD_SwnVol,30Y,5Y,-200,0.005652767
6/26/2018,USD,USD_SwnVol,30Y,5Y,-150,0.005503073
6/26/2018,USD,USD_SwnVol,30Y,5Y,-125,0.005447379
6/26/2018,USD,USD_SwnVol,30Y,5Y,-100,0.005411136
6/26/2018,USD,USD_SwnVol,30Y,5Y,-75,0.00539954
6/26/2018,USD,USD_SwnVol,30Y,5Y,-50,0.005417703
6/26/2018,USD,USD_SwnVol,30Y,5Y,-37.5,0.005439404
6/26/2018,USD,USD_SwnVol,30Y,5Y,-25,0.005470181
6/26/2018,USD,USD_SwnVol,30Y,5Y,-12.5,0.005510424
6/26/2018,USD,USD_SwnVol,30Y,5Y,0,0.005560429
6/26/2018,USD,USD_SwnVol,30Y,5Y,12.5,0.005545408
6/26/2018,USD,USD_SwnVol,30Y,5Y,25,0.005539949
6/26/2018,USD,USD_SwnVol,30Y,5Y,37.5,0.005543581
6/26/2018,USD,USD_SwnVol,30Y,5Y,50,0.005555772
6/26/2018,USD,USD_SwnVol,30Y,5Y,75,0.005603481
6/26/2018,USD,USD_SwnVol,30Y,5Y,100,0.005678238
6/26/2018,USD,USD_SwnVol,30Y,5Y,125,0.005775298
6/26/2018,USD,USD_SwnVol,30Y,5Y,150,0.005890362
6/26/2018,USD,USD_SwnVol,30Y,5Y,200,0.006160376
6/26/2018,USD,USD_SwnVol,30Y,5Y,250,0.006466053
6/26/2018,USD,USD_SwnVol,30Y,5Y,300,0.006793139
6/26/2018,USD,USD_SwnVol,30Y,5Y,400,0.00747943
6/26/2018,USD,USD_SwnVol,30Y,5Y,500,0.008181351
6/26/2018,USD,USD_SwnVol,30Y,5Y,1500,0.014851236
6/26/2018,USD,USD_SwnVol,30Y,7Y,-1500,0.005613083
6/26/2018,USD,USD_SwnVol,30Y,7Y,-500,0.00573914
6/26/2018,USD,USD_SwnVol,30Y,7Y,-400,0.00578434
6/26/2018,USD,USD_SwnVol,30Y,7Y,-300,0.00584957
6/26/2018,USD,USD_SwnVol,30Y,7Y,-250,0.005885079
6/26/2018,USD,USD_SwnVol,30Y,7Y,-200,0.005746948
6/26/2018,USD,USD_SwnVol,30Y,7Y,-150,0.005597809
6/26/2018,USD,USD_SwnVol,30Y,7Y,-125,0.005535966
6/26/2018,USD,USD_SwnVol,30Y,7Y,-100,0.005489822
6/26/2018,USD,USD_SwnVol,30Y,7Y,-75,0.005464973
6/26/2018,USD,USD_SwnVol,30Y,7Y,-50,0.005467154
6/26/2018,USD,USD_SwnVol,30Y,7Y,-37.5,0.005480126
6/26/2018,USD,USD_SwnVol,30Y,7Y,-25,0.005501878
6/26/2018,USD,USD_SwnVol,30Y,7Y,-12.5,0.005532968
6/26/2018,USD,USD_SwnVol,30Y,7Y,0,0.005573872
6/26/2018,USD,USD_SwnVol,30Y,7Y,12.5,0.005547568
6/26/2018,USD,USD_SwnVol,30Y,7Y,25,0.005531212
6/26/2018,USD,USD_SwnVol,30Y,7Y,37.5,0.005524465
